GEOCODE,Población,Población. Edad media,Población. Hombres,Población. Mujeres,Población de mujeres dividida por la población de hombres,Población de nacionalidad española,Población de nacionalidad extranjera,Población de nacionalidad extranjera (%),Población de 0 a 14 años de edad,Población de 15 a 64 años de edad,Población de 65 o más años de edad,Población de 0 a 14 años de edad (%),Población de 15 a 64 años de edad (%),Población de 65 o más años de edad (%),Suma de la población de 0 a 14 años y de la población de 65 o más años dividida por la población de 15 a 64 años,Población de 65 o más años dividida por la población de 15 a 64 años,Población de 0 a 14 años dividida por la población de 15 a 64 años,Población de 65 o más años dividida por la población de 0 a 14 años,Población de 0 a 14 años dividida por la población de 65 o más años,Superficie calculada sobre geom no generalizado (ha),Población / km2,Población. Extranjeros / km2,Población. Nacidos en Canarias,Población. Nacidos en el resto de España,Población. Nacidos en el extranjero,Población. Nacidos en Canarias (%),Población. Nacidos en el resto de España (%),Población. Nacidos en el extranjero (%)
250mN101500E200425,87,45.2,40,47,117.5,43,44,50.6,10,62,15,11.5,71.3,17.2,40.3,40.3,40.3,150,66.7,6.2,1392,704,20,20,47,23,23,54
250mN101500E200450,235,40.1,110,125,113.6,181,54,23,33,177,25,14,75.3,10.6,32.8,32.8,32.8,75.8,132,6.2,3760,864,144,32,59,61.3,13.6,25.1
250mN101500E200475,177,42.2,90,87,96.7,166,11,6.2,19,143,15,10.7,80.8,8.5,23.8,23.8,23.8,78.9,126.7,6.2,2832,176,154,8,15,87,4.5,8.5
250mN101500E200500,152,38.1,81,71,87.7,80,72,47.4,28,106,18,18.4,69.7,11.8,43.4,43.4,43.4,64.3,155.6,6.2,2432,1152,48,29,75,31.6,19.1,49.3
250mN101500E200525,61,45.1,30,31,103.3,20,41,67.2,9,38,14,14.8,62.3,23,60.5,60.5,60.5,155.6,64.3,6.2,976,656,13,8,40,21.3,13.1,65.6
250mN101500E200550,34,37.4,21,13,61.9,21,13,38.2,6,25,3,17.6,73.5,8.8,36,36,36,50,200,6.2,544,208,18,5,11,52.9,14.7,32.4
250mN101500E200575,76,48.1,44,32,72.7,47,29,38.2,,62,,,81.6,,,,,,,6.2,1216,464,21,24,31,27.6,31.6,40.8
250mN101500E200600,81,44.3,42,39,92.9,41,40,49.4,10,56,15,12.3,69.1,18.5,44.6,44.6,44.6,150,66.7,6.2,1296,640,26,14,41,32.1,17.3,50.6
250mN101500E201675,520,41.2,244,276,113.1,422,98,18.8,63,380,77,12.1,73.1,14.8,36.8,36.8,36.8,122.2,81.8,3,17190.1,3239.7,248,130,142,47.7,25,27.3
250mN101500E201700,680,41.5,330,350,106.1,517,163,24,78,517,85,11.5,76,12.5,31.5,31.5,31.5,109,91.8,6.2,10880,2608,324,121,235,47.6,17.8,34.6
250mN101500E201725,791,40.9,391,400,102.3,619,172,21.7,96,597,98,12.1,75.5,12.4,32.5,32.5,32.5,102.1,98,6.2,12656,2752,403,124,264,50.9,15.7,33.4
250mN101500E201750,690,42.6,348,342,98.3,537,153,22.2,75,501,114,10.9,72.6,16.5,37.7,37.7,37.7,152,65.8,6.2,11040,2448,349,124,217,50.6,18,31.4
250mN101500E201775,48,47.8,23,25,108.7,42,6,12.5,3,35,10,6.2,72.9,20.8,37.1,37.1,37.1,333.3,30,5.8,825.9,103.2,35,7,6,72.9,14.6,12.5
250mN101500E201800,78,51.5,35,43,122.9,71,7,9,5,53,20,6.4,67.9,25.6,47.2,47.2,47.2,400,25,6.2,1248,112,62,9,7,79.5,11.5,9
250mN101525E169325,54,54,32,22,68.8,4,50,92.6,5,24,25,9.3,44.4,46.3,125,125,125,500,20,6.1,883.7,818.3,,,50,,,92.6
250mN101525E169350,108,49.4,53,55,103.8,18,90,83.3,14,59,35,13,54.6,32.4,83.1,83.1,83.1,250,40,6.2,1728,1440,13,10,85,12,9.3,78.7
250mN101525E169375,288,42.3,133,155,116.5,97,191,66.3,38,209,41,13.2,72.6,14.2,37.8,37.8,37.8,107.9,92.7,6.2,4608,3056,44,53,191,15.3,18.4,66.3
250mN101525E169400,559,42,285,274,96.1,193,366,65.5,51,447,61,9.1,80,10.9,25.1,25.1,25.1,119.6,83.6,6.2,8944,5856,89,88,382,15.9,15.7,68.3
250mN101525E169425,392,36.8,214,178,83.2,193,199,50.8,57,306,29,14.5,78.1,7.4,28.1,28.1,28.1,50.9,196.6,6.2,6272,3184,86,80,226,21.9,20.4,57.7
250mN101525E169650,27,34.5,14,13,92.9,17,10,37,,22,,,81.5,,,,,,,6.2,432,160,8,0,19,29.6,0,70.4
250mN101525E169750,21,41.8,8,13,162.5,18,3,14.3,,16,,,76.2,,,,,,,6.2,336,48,18,0,3,85.7,0,14.3
250mN101525E170025,56,32.2,26,30,115.4,32,24,42.9,13,39,4,23.2,69.6,7.1,43.6,43.6,43.6,30.8,325,6.2,896,384,34,,,60.7,,
250mN101525E170050,94,36,51,43,84.3,65,29,30.9,15,72,7,16,76.6,7.4,30.6,30.6,30.6,46.7,214.3,6.2,1504,464,53,5,36,56.4,5.3,38.3
250mN101525E170150,86,35.3,40,46,115,56,30,34.9,23,58,5,26.7,67.4,5.8,48.3,48.3,48.3,21.7,460,6.2,1376,480,49,4,33,57,4.7,38.4
250mN101525E170175,648,34.8,368,280,76.1,485,163,25.2,129,481,38,19.9,74.2,5.9,34.7,34.7,34.7,29.5,339.5,6.2,10368,2608,329,73,246,50.8,11.3,38
250mN101525E170300,133,36.3,70,63,90,105,28,21.1,24,99,10,18,74.4,7.5,34.3,34.3,34.3,41.7,240,6.2,2128,448,87,7,39,65.4,5.3,29.3
250mN101525E170525,86,36.8,47,39,83,79,7,8.1,16,58,12,18.6,67.4,14,48.3,48.3,48.3,75,133.3,6.2,1376,112,66,6,14,76.7,7,16.3
250mN101525E170550,42,43.7,19,23,121.1,26,16,38.1,,34,,,81,,,,,,,6.2,672,256,26,,,61.9,,
250mN101525E170675,175,38.9,92,83,90.2,162,13,7.4,30,122,23,17.1,69.7,13.1,43.4,43.4,43.4,76.7,130.4,6.2,2800,208,140,12,23,80,6.9,13.1
250mN101525E198700,460,31.2,223,237,106.3,354,106,23,125,317,18,27.2,68.9,3.9,45.1,45.1,45.1,14.4,694.4,6.2,7360,1696,145,161,154,31.5,35,33.5
250mN101525E200100,62,28.1,22,40,181.8,20,42,67.7,0,62,0,0,100,0,0,0,0,,,6.2,992,672,0,19,43,0,30.6,69.4
250mN101525E200125,13,31.1,7,6,85.7,9,4,30.8,5,8,0,38.5,61.5,0,62.5,62.5,62.5,0,,6.2,208,64,7,,,53.8,,
250mN101525E200175,26,55.4,10,16,160,15,11,42.3,,15,,,57.7,,,,,,,6.2,416,176,8,6,12,30.8,23.1,46.2
250mN101525E200200,34,45.8,17,17,100,14,20,58.8,4,23,7,11.8,67.6,20.6,47.8,47.8,47.8,175,57.1,6.2,544,320,4,10,20,11.8,29.4,58.8
250mN101525E200450,50,38.1,26,24,92.3,40,10,20,9,33,8,18,66,16,51.5,51.5,51.5,88.9,112.5,6.2,800,160,42,,,84,,
250mN101525E200475,49,46.1,28,21,75,21,28,57.1,6,33,10,12.2,67.3,20.4,48.5,48.5,48.5,166.7,60,6.2,784,448,12,4,33,24.5,8.2,67.3
250mN101525E200500,54,45.4,22,32,145.5,25,29,53.7,,41,,,75.9,,,,,,,6.2,864,464,16,8,30,29.6,14.8,55.6
250mN101525E200525,31,46.8,14,17,121.4,21,10,32.3,3,23,5,9.7,74.2,16.1,34.8,34.8,34.8,166.7,60,6.2,496,160,15,7,9,48.4,22.6,29
250mN101525E201275,52,42.9,24,28,116.7,44,8,15.4,7,37,8,13.5,71.2,15.4,40.5,40.5,40.5,114.3,87.5,3.9,1348.8,207.5,32,11,9,61.5,21.2,17.3
250mN101525E201300,133,39.3,63,70,111.1,102,31,23.3,23,98,12,17.3,73.7,9,35.7,35.7,35.7,52.2,191.7,4.3,3062.9,713.9,65,34,34,48.9,25.6,25.6
250mN101525E201325,151,39.1,77,74,96.1,115,36,23.8,20,116,15,13.2,76.8,9.9,30.2,30.2,30.2,75,133.3,3.9,3894.1,928.4,81,26,44,53.6,17.2,29.1
250mN101525E201350,163,45.2,86,77,89.5,129,34,20.9,19,113,31,11.7,69.3,19,44.2,44.2,44.2,163.2,61.3,2.8,5821.2,1214.2,75,49,39,46,30.1,23.9
250mN101525E201375,230,42.1,117,113,96.6,193,37,16.1,28,166,36,12.2,72.2,15.7,38.6,38.6,38.6,128.6,77.8,4.1,5614.7,903.2,122,64,44,53,27.8,19.1
250mN101525E201400,192,36.6,94,98,104.3,158,34,17.7,49,117,26,25.5,60.9,13.5,64.1,64.1,64.1,53.1,188.5,4.2,4520,800.4,96,57,39,50,29.7,20.3
250mN101525E201450,63,43.3,33,30,90.9,,,,4,49,10,6.3,77.8,15.9,28.6,28.6,28.6,250,40,5.2,1219.8,,51,,,81,,
250mN101525E201500,61,46.1,26,35,134.6,57,4,6.6,10,32,19,16.4,52.5,31.1,90.6,90.6,90.6,190,52.6,4.3,1413.4,92.7,40,16,5,65.6,26.2,8.2
250mN101525E201525,165,46.8,83,82,98.8,152,13,7.9,22,87,56,13.3,52.7,33.9,89.7,89.7,89.7,254.5,39.3,6.2,2640,208,116,34,15,70.3,20.6,9.1
250mN101525E201625,60,50.6,28,32,114.3,57,3,5,4,41,15,6.7,68.3,25,46.3,46.3,46.3,375,26.7,6.2,960,48,31,23,6,51.7,38.3,10
250mN101525E201650,791,39.7,377,414,109.8,679,112,14.2,77,642,72,9.7,81.2,9.1,23.2,23.2,23.2,93.5,106.9,6,13150.9,1862.1,396,196,199,50.1,24.8,25.2
250mN101525E201675,1540,42.2,746,794,106.4,1310,230,14.9,194,1088,258,12.6,70.6,16.8,41.5,41.5,41.5,133,75.2,6.2,24640,3680,863,283,394,56,18.4,25.6
250mN101525E201700,1033,40,494,539,109.1,749,284,27.5,118,797,118,11.4,77.2,11.4,29.6,29.6,29.6,100,100,6.2,16528,4544,478,120,435,46.3,11.6,42.1
250mN101525E201725,886,39.5,442,444,100.5,691,195,22,134,650,102,15.1,73.4,11.5,36.3,36.3,36.3,76.1,131.4,6.2,14176,3120,434,149,303,49,16.8,34.2
250mN101525E201750,547,41.4,295,252,85.4,400,147,26.9,81,379,87,14.8,69.3,15.9,44.3,44.3,44.3,107.4,93.1,6.2,8752,2352,276,74,197,50.5,13.5,36
250mN101525E201775,642,39.8,319,323,101.3,536,106,16.5,102,447,93,15.9,69.6,14.5,43.6,43.6,43.6,91.2,109.7,6.2,10272,1696,412,90,140,64.2,14,21.8
250mN101525E201800,1140,37.7,597,543,91,969,171,15,204,832,104,17.9,73,9.1,37,37,37,51,196.2,6.2,18240,2736,739,169,232,64.8,14.8,20.4
250mN101525E201825,101,47.5,49,52,106.1,85,16,15.8,6,73,22,5.9,72.3,21.8,38.4,38.4,38.4,366.7,27.3,5.4,1873,296.7,56,18,27,55.4,17.8,26.7
250mN101525E201850,16,46.4,8,8,100,9,7,43.8,,11,,,68.8,,,,,,,2.1,773.7,338.5,4,5,7,25,31.2,43.8
250mN101550E169350,150,43.8,77,73,94.8,55,95,63.3,14,116,20,9.3,77.3,13.3,29.3,29.3,29.3,142.9,70,6.2,2400,1520,26,19,105,17.3,12.7,70
250mN101550E169375,192,43.1,108,84,77.8,63,129,67.2,17,144,31,8.9,75,16.1,33.3,33.3,33.3,182.4,54.8,6.2,3072,2064,24,38,130,12.5,19.8,67.7
250mN101550E169775,26,36.7,13,13,100,23,3,11.5,6,17,3,23.1,65.4,11.5,52.9,52.9,52.9,50,200,6.2,416,48,14,4,8,53.8,15.4,30.8
250mN101550E170150,15,40,7,8,114.3,,,,,11,,,73.3,,,,,,,6.2,240,,11,,,73.3,,
250mN101550E170175,51,36.3,26,25,96.2,26,25,49,10,38,3,19.6,74.5,5.9,34.2,34.2,34.2,30,333.3,6.2,816,400,15,3,33,29.4,5.9,64.7
